#{"t_start": 1754090419.815753, "env_id": "None"}
0.0,25,68.228635
0.0,25,68.228635
-38.69506,25,68.228635
0.0,25,68.304846
0.0,25,68.304846
0.0,25,68.304846
0.0,25,68.304846
20.0,25,68.372203
20.0,25,68.372203
20.0,25,68.372203
-20.340332,25,68.372203
30.0,25,68.438403
30.0,25,68.438403
30.0,25,68.438403
-47.809574,25,68.438403
0.0,25,68.509805
0.0,25,68.509805
0.0,25,68.509805
0.0,25,68.509805
0.0,25,68.573222
0.0,25,68.573222
0.0,25,68.573222
-7.4871693,25,68.573222
0.0,25,68.638219
0.0,25,68.638219
0.0,25,68.638219
0.0,25,68.638219
30.0,25,68.699946
30.0,25,68.699946
30.0,25,68.699946
-30.0,25,68.699946
0.0,25,68.785919
0.0,25,68.785919
0.0,25,68.785919
0.0,25,68.785919
0.0,25,68.868374
0.0,25,68.868374
0.0,25,68.868374
-29.59342,25,68.868374
20.0,25,68.951819
20.0,25,68.951819
20.0,25,68.951819
-21.601652,25,68.951819
0.0,25,69.055237
0.0,25,69.055237
0.0,25,69.055237
0.0,25,69.055237
30.0,25,69.162063
30.0,25,69.162063
30.0,25,69.162063
-30.0,25,69.162063
0.0,25,69.246281
0.0,25,69.246281
0.0,25,69.246281
-22.518108,25,69.246281
0.0,25,69.31802
0.0,25,69.31802
0.0,25,69.31802
0.0,25,69.31802
0.0,25,69.408252
0.0,25,69.408252
0.0,25,69.408252
0.0,25,69.408252
0.0,25,69.486276
0.0,25,69.486276
0.0,25,69.486276
-0.9809599,25,69.486276
0.0,25,69.57207
0.0,25,69.57207
0.0,25,69.57207
-13.983857,25,69.57207
0.0,25,69.650131
0.0,25,69.650131
0.0,25,69.650131
0.0,25,69.650131
0.0,25,69.742049
0.0,25,69.742049
0.0,25,69.742049
0.0,25,69.742049
0.0,25,69.819734
0.0,25,69.819734
0.0,25,69.819734
0.0,25,69.819734
0.0,25,69.900223
0.0,25,69.900223
0.0,25,69.900223
0.0,25,69.900223
0.0,25,69.964096
0.0,25,69.964096
0.0,25,69.964096
0.0,25,69.964096
0.0,25,70.056181
0.0,25,70.056181
0.0,25,70.056181
0.0,25,70.056181
0.0,25,70.150162
0.0,25,70.150162
0.0,25,70.152169
-2.1446638,25,70.152169
10.0,25,70.220753
10.0,25,70.220753
10.0,25,70.220753
-10.0,25,70.220753
10.0,25,70.31232
10.0,25,70.31232
10.0,25,70.31232
-10.0,25,70.31232
0.0,25,70.40425
0.0,25,70.40425
0.0,25,70.40425
0.0,25,70.40425
30.0,25,70.488433
30.0,25,70.488433
30.0,25,70.488433
-30.0,25,70.488433
0.0,25,70.594355
0.0,25,70.594355
0.0,25,70.594355
0.0,25,70.594355
0.0,25,70.680029
0.0,25,70.680029
0.0,25,70.680029
-12.674639,25,70.680029
0.0,25,70.751955
0.0,25,70.751955
0.0,25,70.751955
0.0,25,70.751955
0.0,25,70.824325
0.0,25,70.824325
0.0,25,70.824325
-2.6403947,25,70.824325
0.0,25,70.918239
0.0,25,70.918239
0.0,25,70.918239
0.0,25,70.918239
0.0,25,70.985824
0.0,25,70.985824
0.0,25,70.985824
0.0,25,70.985824
0.0,25,71.072155
0.0,25,71.072155
0.0,25,71.072155
0.0,25,71.072155
0.0,25,71.163144
0.0,25,71.163144
0.0,25,71.163144
0.0,25,71.163144
0.0,25,71.243461
0.0,25,71.243461
0.0,25,71.243461
-12.900033,25,71.243461
0.0,25,71.358111
0.0,25,71.358111
0.0,25,71.358111
-5.9337716,25,71.358111
0.0,25,71.44343
0.0,25,71.44343
0.0,25,71.44343
-15.647265,25,71.44343
0.0,25,71.549909
0.0,25,71.549909
0.0,25,71.549909
0.0,25,71.549909
10.0,25,71.622245
10.0,25,71.622245
10.0,25,71.622245
-15.004695,25,71.622245
0.0,25,71.688374
0.0,25,71.688374
0.0,25,71.688374
0.0,25,71.688374
0.0,25,71.775483
0.0,25,71.775483
0.0,25,71.775483
0.0,25,71.775483
0.0,25,71.852229
0.0,25,71.852229
0.0,25,71.852229
0.0,25,71.852229
0.0,25,71.922308
0.0,25,71.922308
0.0,25,71.922308
-0.09200423,25,71.922308
10.0,25,71.990851
10.0,25,71.990851
10.0,25,71.990851
-11.0869465,25,71.990851
0.0,25,72.073355
0.0,25,72.073355
0.0,25,72.073355
-49.472733,25,72.073355
0.0,25,72.140213
0.0,25,72.140213
0.0,25,72.140213
0.0,25,72.140213
0.0,25,72.223902
0.0,25,72.223902
0.0,25,72.223902
0.0,25,72.223902
0.0,25,72.308303
0.0,25,72.308303
0.0,25,72.308303
0.0,25,72.308303
0.0,25,80.033135
0.0,25,80.033135
0.0,25,80.033135
0.0,25,80.033135
0.0,25,80.112313
0.0,25,80.112313
0.0,25,80.112313
-0.5933371,25,80.112313
0.0,25,80.198276
0.0,25,80.198276
0.0,25,80.198276
0.0,25,80.198276
0.0,25,80.28194
0.0,25,80.28194
0.0,25,80.28194
-4.229339,25,80.28194
0.0,25,80.378999
0.0,25,80.378999
0.0,25,80.378999
-4.4105277,25,80.378999
10.0,25,80.476696
10.0,25,80.476696
10.0,25,80.476696
-16.972696,25,80.476696
0.0,25,80.551823
0.0,25,80.551823
0.0,25,80.551823
0.0,25,80.551823
0.0,25,80.621325
0.0,25,80.621325
0.0,25,80.621325
-0.4228219,25,80.621325
50.0,25,80.732519
50.0,25,80.732519
50.0,25,80.732519
-56.690674,25,80.732519
0.0,25,80.83189
0.0,25,80.83189
0.0,25,80.83189
-16.019978,25,80.83189
20.0,25,80.923225
20.0,25,80.923225
20.0,25,80.923225
-20.0,25,80.923225
0.0,25,81.008118
0.0,25,81.008118
0.0,25,81.008118
-4.6135073,25,81.008118
0.0,25,81.085014
0.0,25,81.085014
0.0,25,81.085014
0.0,25,81.085014
0.0,25,81.164939
0.0,25,81.164939
0.0,25,81.164939
-10.851814,25,81.164939
0.0,25,81.231961
0.0,25,81.231961
0.0,25,81.231961
0.0,25,81.231961
0.0,25,81.303756
0.0,25,81.303756
0.0,25,81.303756
-28.000185,25,81.303756
0.0,25,81.380193
0.0,25,81.380193
0.0,25,81.380193
0.0,25,81.382202
0.0,25,81.458182
0.0,25,81.458182
0.0,25,81.458182
0.0,25,81.458182
0.0,25,81.53988
0.0,25,81.53988
0.0,25,81.53988
-6.9024544,25,81.53988
0.0,25,81.62239
0.0,25,81.62239
0.0,25,81.62239
-2.612818,25,81.62239
0.0,25,81.718086
0.0,25,81.718086
0.0,25,81.718086
-1.3743068,25,81.718086
0.0,25,81.798359
0.0,25,81.798359
0.0,25,81.798359
0.0,25,81.798359
0.0,25,81.872461
0.0,25,81.872461
0.0,25,81.872461
0.0,25,81.872461
0.0,25,81.948469
0.0,25,81.948469
0.0,25,81.948469
0.0,25,81.948469
10.0,25,82.038398
10.0,25,82.038398
10.0,25,82.038398
-16.019257,25,82.038398
40.0,25,82.125157
40.0,25,82.125157
40.0,25,82.125157
-58.866623,25,82.125157
0.0,25,82.244261
0.0,25,82.244261
0.0,25,82.244261
-21.703875,25,82.244261
20.0,25,82.368079
20.0,25,82.368079
20.0,25,82.368079
-20.0,25,82.368079
0.0,25,82.479847
0.0,25,82.479847
0.0,25,82.479847
0.0,25,82.479847
0.0,25,82.592975
0.0,25,82.592975
0.0,25,82.592975
0.0,25,82.592975
0.0,25,82.693216
0.0,25,82.693216
0.0,25,82.693216
0.0,25,82.693216
30.0,25,82.788208
30.0,25,82.788208
30.0,25,82.788208
-30.555515,25,82.788208
0.0,25,82.87084
0.0,25,82.87084
0.0,25,82.87084
0.0,25,82.87084
0.0,25,82.95811
0.0,25,82.95811
0.0,25,82.95811
0.0,25,82.95811
50.0,25,83.048583
50.0,25,83.048583
50.0,25,83.048583
-50.0,25,83.048583
10.0,25,83.128054
10.0,25,83.128054
10.0,25,83.128054
-10.0,25,83.128054
0.0,25,83.215328
0.0,25,83.215328
0.0,25,83.215328
0.0,25,83.215328
20.0,25,83.298392
20.0,25,83.298392
20.0,25,83.298392
-20.087383,25,83.298392
20.0,25,83.372005
20.0,25,83.372005
20.0,25,83.372005
-20.09388,25,83.372005
0.0,25,83.460477
0.0,25,83.460477
0.0,25,83.460477
0.0,25,83.460477
60.0,25,83.568073
60.0,25,83.568073
60.0,25,83.568073
-60.35244,25,83.568073
30.0,25,83.674183
30.0,25,83.674183
30.0,25,83.674183
-30.0,25,83.674183
90.0,25,83.758053
90.0,25,83.758053
90.0,25,83.758053
-90.0,25,83.758053
0.0,25,83.841453
0.0,25,83.858203
0.0,25,83.858203
0.0,25,83.858203
20.0,25,83.940502
20.0,25,83.940502
20.0,25,83.940502
-20.0,25,83.940502
40.0,25,84.030069
40.0,25,84.030069
40.0,25,84.030069
-40.0,25,84.030069
0.0,25,84.113308
0.0,25,84.113308
0.0,25,84.113308
0.0,25,84.113308
0.0,25,84.198202
0.0,25,84.198202
0.0,25,84.198202
-3.786803,25,84.198202
0.0,25,84.30333
0.0,25,84.30333
0.0,25,84.30333
-26.450472,25,84.30333
30.0,25,84.408369
30.0,25,84.408369
30.0,25,84.408369
-30.0,25,84.408369
0.0,25,84.510772
0.0,25,84.510772
0.0,25,84.510772
-1.8118922,25,84.510772
0.0,25,84.605813
0.0,25,84.60832
0.0,25,84.60832
-13.071087,25,84.60832
0.0,25,84.705124
0.0,25,84.705124
0.0,25,84.705124
0.0,25,84.705124
0.0,25,84.798315
0.0,25,84.798315
0.0,25,84.798315
-2.818234,25,84.798315
10.0,25,84.936879
10.0,25,84.936879
10.0,25,84.936879
-16.683388,25,84.936879
0.0,25,85.062892
0.0,25,85.062892
0.0,25,85.062892
0.0,25,85.062892
0.0,25,85.163704
0.0,25,85.163704
0.0,25,85.163704
0.0,25,85.163704
30.0,25,85.258998
30.0,25,85.258998
30.0,25,85.258998
-30.0,25,85.258998
10.0,25,85.368083
10.0,25,85.368083
10.0,25,85.368083
-10.59995,25,85.368083
10.0,25,85.468316
10.0,25,85.468316
10.0,25,85.468316
-22.715929,25,85.468316
30.0,25,85.578305
30.0,25,85.578305
30.0,25,85.578305
-30.31654,25,85.578305
0.0,25,85.672469
0.0,25,85.672469
0.0,25,85.672469
0.0,25,85.672469
0.0,25,85.7648
0.0,25,85.7648
0.0,25,85.7648
0.0,25,85.7648
20.0,25,85.860543
20.0,25,85.862553
20.0,25,85.862553
-20.0,25,85.862553
0.0,25,85.950097
0.0,25,85.952114
0.0,25,85.952114
-10.978174,25,85.952114
0.0,25,86.06469
0.0,25,86.06469
0.0,25,86.06469
0.0,25,86.06469
0.0,25,86.175062
0.0,25,86.175062
0.0,25,86.175062
-7.7889166,25,86.175062
0.0,25,86.268418
0.0,25,86.268418
0.0,25,86.268418
0.0,25,86.268418
30.0,25,86.353583
30.0,25,86.353583
30.0,25,86.353583
-30.0,25,86.353583
0.0,25,86.423761
0.0,25,86.423761
0.0,25,86.425766
0.0,25,86.425766
0.0,25,86.492485
0.0,25,86.492485
0.0,25,86.492485
0.0,25,86.492485
0.0,25,86.562677
0.0,25,86.578125
0.0,25,86.578125
-9.368706,25,86.578125
0.0,25,86.650645
0.0,25,86.650645
0.0,25,86.650645
0.0,25,86.650645
10.0,25,86.722521
10.0,25,86.722521
10.0,25,86.722521
-10.299463,25,86.722521
0.0,25,86.791839
0.0,25,86.791839
0.0,25,86.791839
-35.57209,25,86.791839
0.0,25,86.872598
0.0,25,86.872598
0.0,25,86.872598
-4.543625,25,86.872598
0.0,25,86.951846
0.0,25,86.951846
0.0,25,86.951846
-1.5154206,25,86.951846
0.0,25,87.022292
0.0,25,87.024309
0.0,25,87.024309
0.0,25,87.024309
0.0,25,87.098511
0.0,25,87.098511
0.0,25,87.098511
-6.410599,25,87.098511
10.0,25,87.19959
10.0,25,87.19959
10.0,25,87.19959
-10.0,25,87.19959
20.0,25,87.278206
20.0,25,87.278206
20.0,25,87.278206
-21.920187,25,87.278206
30.0,25,87.357283
30.0,25,87.357283
30.0,25,87.357283
-30.0,25,87.357283
0.0,25,94.982267
0.0,25,94.982267
0.0,25,94.982267
0.0,25,94.982267
0.0,25,95.064274
0.0,25,95.064274
0.0,25,95.064274
0.0,25,95.064274
30.0,25,95.144494
30.0,25,95.145998
30.0,25,95.145998
-30.0,25,95.145998
0.0,25,95.2181
0.0,25,95.2181
0.0,25,95.2181
-14.375582,25,95.2181
20.0,25,95.299914
20.0,25,95.299914
20.0,25,95.299914
-20.0,25,95.299914
10.0,25,95.38172
10.0,25,95.38172
10.0,25,95.38172
-10.0,25,95.38172
0.0,25,95.462148
0.0,25,95.462148
0.0,25,95.462148
0.0,25,95.462148
30.0,25,95.531896
30.0,25,95.531896
30.0,25,95.531896
-30.0,25,95.531896
0.0,25,95.603397
0.0,25,95.603397
0.0,25,95.603397
0.0,25,95.603397
30.0,25,95.674318
30.0,25,95.674318
30.0,25,95.674318
-30.830956,25,95.674318
0.0,25,95.75352
0.0,25,95.75352
0.0,25,95.75352
0.0,25,95.75352
0.0,25,95.836223
0.0,25,95.836223
0.0,25,95.836223
-9.945474,25,95.836223
30.0,25,95.90104
30.0,25,95.90104
30.0,25,95.90104
-30.409853,25,95.90104
0.0,25,95.982253
0.0,25,95.982253
0.0,25,95.982253
-2.8987994,25,95.982253
30.0,25,96.060266
30.0,25,96.060266
30.0,25,96.060266
-30.0,25,96.060266
0.0,25,96.142499
0.0,25,96.142499
0.0,25,96.142499
-2.360712,25,96.142499
0.0,25,96.249346
0.0,25,96.249346
0.0,25,96.249346
0.0,25,96.249346
0.0,25,96.32368
0.0,25,96.32368
0.0,25,96.32368
-8.831167,25,96.32368
40.0,25,96.423307
40.0,25,96.423307
40.0,25,96.423307
-40.0,25,96.423307
0.0,25,96.502212
0.0,25,96.502212
0.0,25,96.502212
-10.468753,25,96.502212
0.0,25,96.570057
0.0,25,96.570057
0.0,25,96.570057
0.0,25,96.570057
30.0,25,96.64813
30.0,25,96.64813
30.0,25,96.64813
-30.072674,25,96.64813
20.0,25,96.736216
20.0,25,96.738228
20.0,25,96.738228
-26.641842,25,96.738228
30.0,25,96.816035
30.0,25,96.816035
30.0,25,96.816035
-30.0,25,96.816035
0.0,25,96.888416
0.0,25,96.888416
0.0,25,96.888416
0.0,25,96.888416
0.0,25,96.981925
0.0,25,96.981925
0.0,25,96.981925
0.0,25,96.981925
0.0,25,97.059292
0.0,25,97.059292
0.0,25,97.059292
-3.9699368,25,97.059292
0.0,25,97.129719
0.0,25,97.129719
0.0,25,97.129719
-2.5670304,25,97.129719
10.0,25,97.213195
10.0,25,97.213195
10.0,25,97.213195
-10.0,25,97.213195
0.0,25,97.299887
0.0,25,97.299887
0.0,25,97.299887
0.0,25,97.299887
0.0,25,97.361752
0.0,25,97.361752
0.0,25,97.361752
0.0,25,97.361752
0.0,25,97.432761
0.0,25,97.432761
0.0,25,97.432761
0.0,25,97.432761
0.0,25,97.508197
0.0,25,97.508197
0.0,25,97.508197
-8.713125,25,97.509763
100.0,25,97.588507
100.0,25,97.588507
100.0,25,97.588507
-100.0,25,97.588507
0.0,25,97.658282
0.0,25,97.658282
0.0,25,97.659834
0.0,25,97.659834
0.0,25,97.738138
0.0,25,97.738138
0.0,25,97.738138
0.0,25,97.738138
0.0,25,97.81822
0.0,25,97.81822
0.0,25,97.81822
0.0,25,97.81822
0.0,25,97.888405
0.0,25,97.888405
0.0,25,97.888405
-14.977694,25,97.888405
0.0,25,97.968436
0.0,25,97.968436
0.0,25,97.968436
-25.38126,25,97.968436
20.0,25,98.040212
20.0,25,98.040212
20.0,25,98.040212
-25.712912,25,98.040212
0.0,25,98.118088
0.0,25,98.118088
0.0,25,98.118088
-1.9498186,25,98.118088
0.0,25,98.188552
0.0,25,98.188552
0.0,25,98.188552
-0.8182596,25,98.188552
0.0,25,98.282145
0.0,25,98.282145
0.0,25,98.282145
-2.296267,25,98.282145
0.0,25,98.372319
0.0,25,98.372319
0.0,25,98.372319
0.0,25,98.372319
0.0,25,98.487493
0.0,25,98.487493
0.0,25,98.487493
-8.090293,25,98.487493
0.0,25,98.582553
0.0,25,98.582553
0.0,25,98.582553
-0.25537035,25,98.582553
0.0,25,98.690141
0.0,25,98.690141
0.0,25,98.690141
-0.72815543,25,98.690141
10.0,25,98.768448
10.0,25,98.768448
10.0,25,98.768448
-10.0,25,98.768448
0.0,25,98.892159
0.0,25,98.892159
0.0,25,98.892159
0.0,25,98.892159
0.0,25,98.973288
0.0,25,98.973288
0.0,25,98.973288
0.0,25,98.973288
0.0,25,99.055346
0.0,25,99.055346
0.0,25,99.055346
-2.1901922,25,99.055346
20.0,25,99.125724
20.0,25,99.125724
20.0,25,99.125724
-24.158495,25,99.125724
0.0,25,99.20272
0.0,25,99.20272
0.0,25,99.20272
-9.344256,25,99.20272
0.0,25,99.281877
0.0,25,99.281877
0.0,25,99.281877
-3.3472338,25,99.281877
0.0,25,99.351841
0.0,25,99.351841
0.0,25,99.351841
0.0,25,99.351841
0.0,25,99.427493
0.0,25,99.427493
0.0,25,99.427493
-3.3176389,25,99.427493
20.0,25,99.498147
20.0,25,99.498147
20.0,25,99.498147
-20.041693,25,99.498147
0.0,25,99.591924
0.0,25,99.591924
0.0,25,99.591924
-23.001488,25,99.591924
20.0,25,99.664442
20.0,25,99.664442
20.0,25,99.664442
-20.0,25,99.664442
20.0,25,99.73204
20.0,25,99.73204
20.0,25,99.73204
-20.0,25,99.73204
0.0,25,99.808322
0.0,25,99.808322
0.0,25,99.808322
0.0,25,99.808322
0.0,25,99.882206
0.0,25,99.882206
0.0,25,99.882206
0.0,25,99.882206
60.0,25,99.963943
60.0,25,99.963943
60.0,25,99.963943
-60.0,25,99.963943
20.0,25,100.062156
20.0,25,100.062156
20.0,25,100.062156
-23.350218,25,100.062156
0.0,25,100.135618
0.0,25,100.136618
0.0,25,100.136618
-1.8048148,25,100.136618
0.0,25,100.221309
0.0,25,100.221309
0.0,25,100.221309
0.0,25,100.221309
0.0,25,100.309976
0.0,25,100.309976
0.0,25,100.309976
0.0,25,100.309976
10.0,25,100.389164
10.0,25,100.389164
10.0,25,100.389164
-10.0,25,100.389164
0.0,25,100.466278
0.0,25,100.466278
0.0,25,100.466278
0.0,25,100.466278
0.0,25,100.543474
0.0,25,100.543474
0.0,25,100.543474
0.0,25,100.543474
0.0,25,100.635534
0.0,25,100.635534
0.0,25,100.635534
0.0,25,100.635534
0.0,25,100.757315
0.0,25,100.757315
0.0,25,100.757315
0.0,25,100.757315
30.0,25,100.844287
30.0,25,100.844287
30.0,25,100.844287
-30.0,25,100.844287
0.0,25,100.948087
0.0,25,100.948087
0.0,25,100.948087
-7.4120846,25,100.948087
10.0,25,101.051092
10.0,25,101.051092
10.0,25,101.051092
-18.487728,25,101.051092
40.0,25,101.128355
40.0,25,101.128355
40.0,25,101.1289
-40.0,25,101.1289
10.0,25,101.193642
10.0,25,101.193642
10.0,25,101.193642
-10.0,25,101.193642
0.0,25,101.289259
0.0,25,101.289259
0.0,25,101.290217
0.0,25,101.290217
30.0,25,101.372277
30.0,25,101.372277
30.0,25,101.372277
-30.0,25,101.372277
0.0,25,101.452552
0.0,25,101.452552
0.0,25,101.453554
-0.20541488,25,101.453554
30.0,25,101.554262
30.0,25,101.554262
30.0,25,101.554262
-30.13991,25,101.554262
0.0,25,101.61901
0.0,25,101.61901
0.0,25,101.61901
0.0,25,101.61901
0.0,25,109.076157
0.0,25,109.076157
0.0,25,109.076157
0.0,25,109.076157
0.0,25,109.162138
0.0,25,109.162138
0.0,25,109.162138
0.0,25,109.162138
0.0,25,109.24844
0.0,25,109.24844
0.0,25,109.24844
0.0,25,109.24844
0.0,25,109.353275
0.0,25,109.353275
0.0,25,109.353275
0.0,25,109.353275
0.0,25,109.455971
0.0,25,109.455971
0.0,25,109.455971
0.0,25,109.455971
0.0,25,109.539991
0.0,25,109.539991
0.0,25,109.539991
-14.569193,25,109.539991
0.0,25,109.628956
0.0,25,109.629967
0.0,25,109.629967
-0.98068434,25,109.629967
0.0,25,109.761485
0.0,25,109.761485
0.0,25,109.761485
-16.098938,25,109.761485
0.0,25,109.862865
0.0,25,109.862865
0.0,25,109.862865
0.0,25,109.862865
0.0,25,109.970634
0.0,25,109.970634
0.0,25,109.970634
0.0,25,109.970634
20.0,25,110.066295
20.0,25,110.066295
20.0,25,110.066295
-20.0,25,110.066295
30.0,25,110.156375
30.0,25,110.156375
30.0,25,110.156375
-30.0,25,110.156375
0.0,25,110.261323
0.0,25,110.261323
0.0,25,110.261323
0.0,25,110.261323
40.0,25,110.360534
40.0,25,110.360534
40.0,25,110.360534
-43.245472,25,110.360534
10.0,25,110.462862
10.0,25,110.463871
10.0,25,110.463871
-10.0,25,110.463871
10.0,25,110.56695
10.0,25,110.56695
10.0,25,110.56695
-10.0,25,110.56695
0.0,25,110.675856
0.0,25,110.675856
0.0,25,110.675856
0.0,25,110.675856
0.0,25,110.793118
0.0,25,110.793118
0.0,25,110.793118
-1.326633,25,110.793118
20.0,25,110.898024
20.0,25,110.898024
20.0,25,110.898024
-20.754972,25,110.898024
10.0,25,110.995507
10.0,25,110.995507
10.0,25,110.995507
-10.0,25,110.995507
10.0,25,111.112772
10.0,25,111.112772
10.0,25,111.112772
-10.0,25,111.112772
30.0,25,111.234095
30.0,25,111.235106
30.0,25,111.235106
-30.0,25,111.235106
60.0,25,111.335135
60.0,25,111.335135
60.0,25,111.335135
-60.0,25,111.335135
0.0,25,111.413893
0.0,25,111.413893
0.0,25,111.413893
0.0,25,111.413893
0.0,25,111.505371
0.0,25,111.506371
0.0,25,111.506371
0.0,25,111.506371
0.0,25,111.591114
0.0,25,111.591114
0.0,25,111.591114
-0.35399365,25,111.591114
0.0,25,111.685825
0.0,25,111.685825
0.0,25,111.685825
0.0,25,111.685825
40.0,25,111.781861
40.0,25,111.781861
40.0,25,111.781861
-40.0,25,111.781861
30.0,25,111.872303
30.0,25,111.872303
30.0,25,111.872303
-30.0,25,111.872303
10.0,25,111.978514
10.0,25,111.979044
10.0,25,111.979044
-10.0,25,111.979044
90.0,25,112.086265
90.0,25,112.086265
90.0,25,112.086265
-90.0,25,112.086265
40.0,25,112.190867
40.0,25,112.190867
40.0,25,112.190867
-40.0,25,112.190867
40.0,25,112.276756
40.0,25,112.276756
40.0,25,112.276756
-40.0,25,112.276756
0.0,25,112.358571
0.0,25,112.358571
0.0,25,112.358571
-1.4560146,25,112.358571
0.0,25,112.433548
0.0,25,112.433548
0.0,25,112.433548
0.0,25,112.433548
30.0,25,112.506722
30.0,25,112.506722
30.0,25,112.508237
-30.0,25,112.508237
10.0,25,112.582484
10.0,25,112.582484
10.0,25,112.582484
-10.0,25,112.582484
0.0,25,112.648931
0.0,25,112.648931
0.0,25,112.648931
0.0,25,112.648931
0.0,25,112.71597
0.0,25,112.71597
0.0,25,112.71597
0.0,25,112.71597
20.0,25,112.788157
20.0,25,112.788157
20.0,25,112.788157
-20.0,25,112.788157
30.0,25,112.885287
30.0,25,112.885287
30.0,25,112.885287
-44.04663,25,112.885287
0.0,25,112.97103
0.0,25,112.97103
0.0,25,112.97103
0.0,25,112.97103
30.0,25,113.046687
30.0,25,113.046687
30.0,25,113.046687
-30.0,25,113.046687
10.0,25,113.116764
10.0,25,113.116764
10.0,25,113.116764
-10.0,25,113.116764
0.0,25,113.191883
0.0,25,113.19239
0.0,25,113.19239
0.0,25,113.19239
0.0,25,113.267154
0.0,25,113.267154
0.0,25,113.267154
0.0,25,113.267154
0.0,25,113.339421
0.0,25,113.339421
0.0,25,113.339421
0.0,25,113.339421
30.0,25,113.410481
30.0,25,113.410481
30.0,25,113.410481
-31.399137,25,113.410481
20.0,25,113.481616
20.0,25,113.481616
20.0,25,113.481616
-20.0,25,113.481616
0.0,25,113.582169
0.0,25,113.582169
0.0,25,113.582169
-49.014057,25,113.582169
0.0,25,113.682434
0.0,25,113.682434
0.0,25,113.682434
0.0,25,113.682434
40.0,25,113.785172
40.0,25,113.785172
40.0,25,113.785172
-40.0,25,113.785172
20.0,25,113.863439
20.0,25,113.863439
20.0,25,113.863439
-20.0,25,113.863439
0.0,25,113.935886
0.0,25,113.935886
0.0,25,113.936885
0.0,25,113.936885
0.0,25,114.014053
0.0,25,114.014053
0.0,25,114.014053
-1.299331,25,114.014053
0.0,25,114.101332
0.0,25,114.101332
0.0,25,114.101332
